"rating__-","title","body"
"3.0 out of 5 stars","Nothing Extra ordinary","Apart from brand name (Apple) there is nothing extra ordinary in the product. So it is just an emotional buy. Try other brands before spending too much on it."
"3.0 out of 5 stars","No battery life","Battery life doesn’t stay for at least 1 full day even after charging with 100% battery life. Some unknown sound comes from left pod while making phone conversations.On a whole unsatisfied with the purchase."
"3.0 out of 5 stars","Warranty period is not provided for 1 year","Product is good no doubt. However, i got this last week in November 2022 so the warranty would be for 1 year i.e., Nov 2023. I just check the validity it showing Sep 2023. May I k ow the reason for this?"
"3.0 out of 5 stars","Good Product, Worst service from Apple","The product was good. It was working great until after 3 months suddenly mic stopped working and right airpod gave less sound. I went to apple as i thought it was under warranty but again it’s apple. They told me that the mesh of the airpod was damaged. They literally used a microscope and showed me that there was a tiny hole due to which warranty is void. That is so stupid. Never buying airpods again. But amazon’s delivery was great. No issues. On time delivery."
"3.0 out of 5 stars","Touch sensors not working","I took aipods 2nd gen oneday ago , i checked the touch sensors not working . I tried to return the product but Amazon saying to talk with apple customer care and apple askedme to check with Amazon . I didn't understand why they are not allowing take the product return instead asking me to come to apple care . I don't have to time how should I come , i am fully loaded with meetings .  This worst behaviour , not satisfied Please help me to take return back"
"3.0 out of 5 stars","Got warranty for seven months","Genuine product. But got warranty only for seven months. Contacted apple customer care, but they have expressed their inability to extend the warranty up to one year due to mismatch of serial no. in the invoice with that of the the product."
"3.0 out of 5 stars","Battery drain fast","Battery drain very fast"
"3.0 out of 5 stars","The mic sounds worse than 1k earbuds","These are ultimately meant to take calls on the go. Maybe, I've got a defective one, but the mic quality is just bad. There's always an extra helping of noise delivered to the other end, along with the voice. It's very frustrating.  Apart from the issue, no complains."
"3.0 out of 5 stars","not good","Not good earphone. I don’t recommend you cannot wear more than 30 minutes your ear will pain very badly"
"3.0 out of 5 stars","Very uncomfortable to use While driving it will fall down easily","Ear pod not sitting properly in my ear U have to change the things"
"3.0 out of 5 stars","Not bad","Money 💰 waist"
"3.0 out of 5 stars","Refurbished one I got","It seems there is no Apple warranty for this product"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
"3.0 out of 5 stars","Review","Sound quality is not good as compared to Bose."
"3.0 out of 5 stars","Im not satisfied with this product","Product was unathorised its cap was exchangs with another duplicate cap"
"3.0 out of 5 stars","Not worth the price and the hype","Not worth the price"
"3.0 out of 5 stars","Defective or Used product","Edge and joints looks dirty and used, Defective product or may be used I’m getting defective or used product Kindly replace my product"
"3.0 out of 5 stars","Bill","I want bill of my airpods."
"3.0 out of 5 stars","Good product, by sometimes issue while talking in calls","Having issue while talking in calls, the other person is having problem in hearing me"
"3.0 out of 5 stars","Don't buy to use it with Android","Don't buy to use it with Android"
"3.0 out of 5 stars","I want to know whether its airpods 1st gen or 2nd gen","I want to know whether its airpods 1st gen or 2nd gen"
"3.0 out of 5 stars","All good but have Mic issue","Facing Mic issue. The other perosn hear disturbance."
"3.0 out of 5 stars","Not value for this money","Not value for money and nothing extra compared local one 1k rupees it’s just too high cost not worth for the price better buy something around 4-5k that’s more professional than this price"
